@RELATION RealFinal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE class {B,W}

@DATA
9,0,1,0,0,0.0,0,0,6,0,6,920.0,1,1,1,13,11,65944.61538461539,-1,9,W
12,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,9,2,39136.0,-1,2,W
10,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,1,3,3,304.3333333333333,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,315.0,1,1,1,2,1,300.5,19980404,2,W
11,0,2,0,0,0.0,0,0,5,0,5,140.0,1,1,1,9,3,27549.444444444445,-1,51,W
12,0,1,0,0,0.0,0,0,8,0,8,1820.0,1,1,1,2,1,75105.0,20020508,2,W
14,0,2,0,4,0.0,1,0,5,4,5,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,319.0,1,1,1,2,1,20261.0,20070119,2,W
10,0,1,0,0,0.0,0,0,6,0,6,75.33333333333333,2,1,2,4,4,7719.25,19971218,8,W
16,0,1,1,0,0.0,0,0,12,0,7,3620.0,1,1,1,6,3,15069.5,20120613,20,W
8,0,1,0,0,0.0,0,0,5,0,5,320.0,2,2,1,2,1,44526.0,-1,2,W
22,0,2,0,3,0.0,1,0,14,3,14,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,72.0,1,1,1,5,5,53676.0,-1,2,W
12,0,1,0,0,0.0,0,0,9,0,9,615.0,4,2,1,3,2,563.0,-1,20,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
14,0,2,0,0,0.0,0,0,7,0,7,320.0,1,1,1,3,3,3536.3333333333335,-1,56,W
19,0,1,0,0,0.0,0,0,15,0,15,66.0,2,2,1,2,1,22304.0,19980914,2,W
9,0,1,0,2,0.0,2,0,6,2,4,170.0,1,1,1,4,1,67825.5,-1,9,W
11,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,1,5,5,3563.8,-1,45,W
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,2,2,1,2,1,93057.0,20081230,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,1,43220.0,-1,0,B
