@RELATION RealFinal

@ATTRIBUTE a1 REAL
@ATTRIBUTE a2 REAL
@ATTRIBUTE a3 REAL
@ATTRIBUTE a4 REAL
@ATTRIBUTE a5 REAL
@ATTRIBUTE a6 REAL
@ATTRIBUTE a7 REAL
@ATTRIBUTE a8 REAL
@ATTRIBUTE a9 REAL
@ATTRIBUTE a10 REAL
@ATTRIBUTE a11 REAL
@ATTRIBUTE a12 REAL
@ATTRIBUTE a13 REAL
@ATTRIBUTE a14 REAL
@ATTRIBUTE a15 REAL
@ATTRIBUTE a16 REAL
@ATTRIBUTE a17 REAL
@ATTRIBUTE a18 REAL
@ATTRIBUTE a19 REAL
@ATTRIBUTE a20 REAL
@ATTRIBUTE class {B,W}

@DATA
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
25,0,2,0,10,0.0,1,0,10,10,10,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,2,2594.5,20111118,4,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,2,1,1,2,1,41668.5,19990518,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,6,0,6,-1,0,0,0,0,0,-1,20141124,0,W
15,0,2,0,0,0.0,0,0,8,0,8,86420.0,1,1,1,3,1,46191.666666666664,-1,33,W
15,0,1,0,0,0.0,0,0,11,0,11,80.0,2,2,1,4,1,57878.75,20090817,11,W
9,0,1,0,0,0.0,0,0,5,0,5,7210.0,1,1,1,6,4,14044.333333333334,20021004,29,W
16,0,1,0,0,0.0,0,0,12,0,12,80.0,1,1,1,6,1,58995.833333333336,19950330,2,W
19,0,3,0,8,0.0,1,0,5,5,5,-1,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,320.0,5,5,1,2,1,52391.0,19960628,2,W
16,0,1,0,0,0.0,0,0,13,0,13,320.0,2,1,1,2,1,47991.0,20141010,2,W
18,0,1,0,0,0.0,0,0,14,0,14,1945.0,1,1,1,4,1,61756.25,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,3,1,32044.666666666668,20070526,2,W
15,0,2,0,7,0.0,3,0,6,5,4,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,137.0,1,1,1,3,3,14132.0,-1,6,W
14,0,2,0,3,0.0,3,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
18,0,3,0,2,0.0,1,0,8,2,8,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,2,1,59652.5,-1,17,W
17,0,1,1,0,0.0,0,0,13,0,9,620.0,1,1,1,4,1,81168.25,20140609,4,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
11,1,3,0,8,1.0,0,0,3,3,0,0.0,0,0,0,1,1,1817.0,-1,0,B
22,0,2,0,10,0.0,1,0,10,10,7,-1,0,0,0,0,0,-1,-1,0,B
24,0,3,0,12,0.0,3,0,10,10,3,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,6,0,6,320.0,1,1,1,4,1,61294.0,20121105,2,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,2,2,2,6,3,6421.833333333333,19960131,2,W
13,0,1,0,0,0.0,0,0,9,0,9,80.0,1,1,1,4,1,67.0,20011018,13,W
22,0,2,0,2,0.0,1,0,13,2,13,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,7220.0,1,1,1,4,1,2001.25,19970922,20,W
16,0,2,0,3,0.0,1,0,8,3,8,-1,0,0,0,0,0,-1,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
12,0,2,0,0,0.0,0,0,5,0,5,320.0,1,1,1,4,1,83402.5,-1,2,W
11,0,2,0,0,0.0,0,0,5,0,5,14420.0,1,1,1,3,1,14415.0,-1,2,W
10,0,1,0,4,0.0,1,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,620.0,1,1,1,3,2,954.0,20030901,2,W
25,0,2,0,3,0.0,1,0,12,3,9,-1,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,5,0,5,310.0,1,1,1,4,1,17856.5,19980406,2,W
5,0,1,0,0,0.0,0,0,2,0,2,90020.0,2,1,2,3,3,32959.666666666664,-1,44,W
13,0,1,0,0,0.0,0,0,9,0,9,14420.0,1,1,1,2,1,14406.5,20140803,2,W
23,0,3,0,10,0.0,3,0,9,9,4,-1,0,0,0,0,0,-1,-1,0,B
17,0,2,0,3,0.0,1,0,9,3,9,-1,0,0,0,0,0,-1,-1,0,B
24,0,3,0,13,0.0,5,0,9,9,3,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,86410.0,1,1,1,2,1,34735.0,-1,36,W
15,0,2,0,3,0.0,1,0,7,3,7,620.0,1,1,1,0,0,-1,-1,2,B
9,0,1,0,0,0.0,0,0,5,0,5,50.0,1,1,1,4,1,18803.0,20031209,2,W
15,0,2,0,3,0.0,3,0,5,2,5,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,316.0,2,1,1,2,1,17064.5,20101218,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,1,14417.0,-1,0,B
20,0,1,0,0,0.0,0,0,16,0,16,1820.0,1,1,1,6,1,47137.5,20120124,2,W
15,0,2,0,5,0.0,1,0,5,5,5,-1,0,0,0,0,0,-1,-1,0,B
16,0,2,0,2,0.0,3,0,8,1,8,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,3,0.0,1,0,8,3,8,-1,0,0,0,0,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,2,4,23289.5,20020409,2,W
9,0,1,0,0,0.0,0,0,5,0,5,28820.0,1,1,1,8,2,55362.75,-1,2,W
20,0,2,0,9,0.0,3,0,11,5,7,-1,0,0,0,0,0,-1,-1,0,B
23,0,2,0,9,0.0,3,0,14,5,10,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,2,0.0,2,0,11,2,9,35.0,1,1,1,2,1,1792.5,20150106,4,W
5,0,1,0,0,0.0,0,0,3,0,3,14420.0,1,1,1,2,1,275.0,19931201,2,W
14,0,1,0,0,0.0,0,0,10,0,10,-1,0,0,0,0,0,-1,20020917,0,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,15.0,1,1,1,2,1,52607.0,20070220,2,W
9,0,1,0,0,0.0,0,0,6,0,6,320.0,2,1,1,3,3,308.6666666666667,-1,48,W
18,0,2,0,0,0.0,0,0,10,0,10,320.0,1,1,1,3,1,619.3333333333334,-1,20,W
7,0,1,0,0,0.0,0,0,3,0,3,3620.0,6,4,1,4,1,1767.75,19960126,2,W
13,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,4,1,49365.25,-1,7,W
10,0,1,0,0,0.0,0,0,7,0,7,-1,0,0,0,2,1,41573.0,-1,0,W
16,0,1,0,0,0.0,0,0,12,0,12,320.0,1,1,1,6,3,6454.833333333333,20080731,2,W
20,1,3,1,16,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,6,0,6,320.0,6,6,1,2,2,319.0,-1,28,W
17,1,3,1,13,0.0,0,0,7,4,0,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,86420.0,1,1,1,4,1,60080.5,19990106,2,W
13,0,1,0,0,0.0,0,0,9,0,9,3353.0,2,1,1,3,2,54145.666666666664,20000428,8,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,2,5,4,37248.5,-1,2,W
13,0,1,0,0,0.0,0,0,9,0,9,316.0,2,2,1,2,1,19211.0,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,320.0,1,1,1,3,1,13440.0,20070904,4,W
11,0,1,1,0,0.0,0,0,8,0,5,-1,0,0,0,2,1,48.0,-1,0,W
12,0,1,0,0,0.0,0,0,8,0,8,21620.0,1,1,1,6,1,52010.833333333336,20031006,2,W
15,0,1,1,0,0.0,0,0,11,0,6,320.0,1,1,1,9,1,46205.444444444445,20021126,11,W
9,0,1,0,0,0.0,0,0,6,0,6,320.0,2,2,1,2,1,45065.5,-1,2,W
8,0,1,0,0,0.0,0,0,4,0,4,1397.0,1,1,1,4,1,18362.25,19941228,2,W
10,0,1,0,0,0.0,0,0,6,0,6,3620.0,1,1,1,8,2,24288.5,19990117,2,W
13,0,2,0,0,0.0,0,0,6,0,6,14420.0,3,1,1,4,1,43171.75,-1,49,W
13,0,1,0,0,0.0,0,0,10,0,10,1220.0,3,2,1,2,1,1215.5,-1,13,W
18,0,2,0,0,0.0,0,0,11,0,11,3620.0,1,1,1,4,1,2727.25,-1,13,W
14,0,1,0,0,0.0,0,0,11,0,11,320.0,5,1,1,2,1,62550.5,20110507,2,W
6,0,1,0,0,0.0,0,0,3,0,3,920.0,2,1,1,2,1,912.0,-1,10,W
10,0,1,0,2,0.0,2,0,7,2,5,920.0,2,1,1,2,1,897.5,-1,14,W
12,0,1,0,0,0.0,0,0,8,0,8,80.0,1,1,1,4,1,60935.5,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,5,2,315.8,20130218,3,W
8,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,13346.5,-1,20,W
14,0,2,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,7,1,3615.285714285714,-1,4,W
12,0,1,0,0,0.0,0,0,8,0,8,85.0,5,2,1,4,1,68992.75,-1,34,W
16,0,1,0,0,0.0,0,0,12,0,12,620.0,1,1,1,4,1,84665.25,20090922,2,W
12,0,1,0,0,0.0,0,0,8,0,8,1415.0,1,1,1,3,1,1985.3333333333333,20001006,2,W
9,0,1,0,0,0.0,0,0,5,0,5,316.0,1,1,1,4,1,116925.75,20060223,2,W
16,0,1,0,0,0.0,0,0,12,0,12,140.0,1,1,1,0,0,-1,20145313,8,W
18,0,2,0,8,0.0,7,0,7,4,3,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,11,0,11,320.0,2,2,1,6,1,1414.5,-1,20,W
14,0,1,0,0,0.0,0,0,11,0,11,320.0,1,1,1,6,1,1467.8333333333333,-1,5,W
23,0,1,0,0,0.0,0,0,19,0,19,14420.0,1,1,1,2,1,14406.0,20090608,2,W
15,0,1,0,2,0.0,2,0,11,2,9,-1,0,0,0,2,3,171.5,20141231,0,W
11,0,1,0,0,0.0,0,0,8,0,8,314.0,1,1,1,2,1,75801.0,-1,20,W
10,0,1,0,0,0.0,0,0,7,0,7,1770.5,1,1,1,1,1,3607.0,-1,11,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,2,1,34335.5,20080529,2,W
18,0,1,0,0,0.0,0,0,14,0,14,916.0,1,1,1,4,1,73689.75,-1,2,W
21,0,1,0,0,0.0,0,0,17,0,17,86416.0,1,1,1,6,1,46786.0,20000222,2,W
13,0,1,0,0,0.0,0,0,10,0,10,21620.0,1,1,1,4,3,4831.25,-1,4,W
18,0,1,0,0,0.0,0,0,14,0,14,3620.0,1,1,1,4,1,1231.5,19950803,2,W
18,0,2,0,5,0.0,1,0,8,5,8,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,80.0,1,1,1,4,1,57351.5,20050508,2,W
8,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,3,1,3393.3333333333335,-1,44,W
26,0,1,0,0,0.0,0,0,22,0,22,320.0,2,1,1,2,1,30140.0,20090608,2,W
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,8,2,51497.75,20031113,2,W
15,0,1,0,0,0.0,0,0,12,0,12,3620.0,1,1,1,5,5,21394.8,-1,6,W
20,0,3,0,3,0.0,1,0,7,3,7,-1,0,0,0,0,0,-1,-1,0,B
9,0,1,0,0,0.0,0,0,6,0,6,320.0,5,1,1,2,1,35971.5,-1,2,W
11,1,3,0,8,1.0,0,0,3,3,0,0.0,0,0,0,1,1,3618.0,-1,0,B
9,0,1,0,1,0.0,2,0,5,1,4,3610.0,1,1,1,3,1,62947.666666666664,20000911,11,W
11,0,1,0,0,0.0,0,0,7,0,7,320.0,2,2,1,2,1,41714.0,-1,2,W
11,0,2,0,0,0.0,0,0,5,0,5,3610.0,1,1,1,1,1,3617.0,-1,1,W
9,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,38829.5,20070710,11,W
11,0,1,1,0,0.0,0,0,7,0,4,620.0,1,1,1,2,1,124772.5,20131231,2,W
11,0,1,0,0,0.0,0,0,7,0,7,1820.0,1,1,1,4,1,18981.75,20040616,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,1820.0,1,1,1,5,4,717.8,-1,2,W
8,0,1,0,0,0.0,0,0,5,0,5,86420.0,1,1,1,2,1,86414.5,-1,12,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,1,0,1,0.0,2,0,6,1,5,7220.0,1,1,1,6,4,30173.666666666668,20140409,8,W
11,0,2,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,4,1,100750.25,-1,2,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
21,0,2,1,3,0.0,1,0,8,3,5,-1,0,0,0,0,0,-1,-1,0,B
6,0,1,0,0,0.0,0,0,3,0,3,21619.0,1,1,1,4,2,49878.75,-1,16,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
24,0,2,0,10,0.0,1,0,10,10,9,-1,0,0,0,0,0,-1,-1,0,B
19,0,2,0,3,0.0,1,0,11,3,11,-1,0,0,0,0,0,-1,-1,0,B
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
9,0,1,0,2,0.0,1,0,5,2,3,620.0,1,1,1,2,7,94662.5,20131024,2,B
7,0,1,0,0,0.0,0,0,3,0,3,79230.0,1,1,1,5,4,36536.6,-1,46,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,1,43216.0,-1,0,B
8,0,1,0,0,0.0,0,0,5,0,5,86416.0,1,1,2,4,3,86415.25,-1,17,W
20,0,3,0,4,0.0,3,0,7,2,7,2120.0,1,1,1,1,1,609.0,-1,28,B
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,4,2,2580.5,20060426,8,W
9,0,1,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,4,2,28812.0,-1,2,W
7,0,1,0,0,0.0,0,0,3,0,3,2397.0,2,2,2,5,2,1369.4,-1,2,W
27,0,3,0,13,0.0,3,0,10,5,6,620.0,1,1,1,0,0,-1,-1,0,B
15,0,2,0,4,0.0,1,0,5,4,5,-1,0,0,0,0,0,-1,-1,0,B
16,0,1,0,0,0.0,0,0,12,0,12,80.0,8,1,1,4,1,84656.5,20100927,11,W
12,0,1,0,0,0.0,0,0,8,0,8,50.0,1,1,1,2,2,25.5,19990409,2,W
8,0,1,0,0,0.0,0,0,5,0,5,3620.0,2,1,1,12,4,17516.916666666668,-1,34,W
20,1,3,1,16,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
21,0,2,0,5,0.0,1,0,11,5,11,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,7,0,7,86420.0,1,1,1,8,2,8122.875,-1,2,W
12,0,1,0,0,0.0,0,0,8,0,8,620.0,1,1,1,2,1,674.5,20091101,8,W
10,0,1,0,0,0.0,0,0,6,0,6,80.0,4,4,1,4,1,60159.5,20070318,2,W
14,0,1,0,0,0.0,0,0,11,0,11,7220.0,1,1,1,2,2,7212.0,-1,6,W
18,0,1,0,0,0.0,0,0,14,0,14,401.4,3,3,2,2,2,259.375,20110308,8,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,1820.0,1,1,1,5,2,151.2,-1,2,W
10,0,1,0,0,0.0,0,0,6,0,6,620.0,1,1,1,2,1,8326.5,19950120,2,W
16,0,1,1,0,0.0,0,0,13,0,7,310.0,3,1,1,4,2,240.5,-1,6,W
13,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,3,2,3614.0,-1,9,W
13,0,1,0,0,0.0,0,0,9,0,9,-1,0,0,0,5,4,509.4,-1,0,W
18,0,1,0,0,0.0,0,0,14,0,14,320.0,2,2,1,4,1,118148.5,20040710,2,W
15,0,2,0,5,0.0,1,0,5,5,5,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,2,0.0,1,0,6,2,4,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,0,0.0,0,0,6,0,6,2901.0,1,1,1,6,2,42843.666666666664,-1,8,W
8,0,1,0,0,0.0,0,0,4,0,4,320.0,5,5,1,2,1,55043.5,20001231,2,W
6,0,1,0,1,0.0,2,0,3,1,3,3620.0,1,1,1,3,3,1460.6666666666667,19940706,2,W
7,0,1,0,0,0.0,0,0,4,0,4,86420.0,1,1,1,12,4,21822.583333333332,-1,34,W
12,1,3,0,9,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,9,0,9,3620.0,2,1,1,4,1,3616.75,-1,6,W
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,5,1,44080.6,20040103,2,W
7,0,1,0,0,0.0,0,0,4,0,4,3620.0,1,1,1,10,8,66264.2,-1,9,W
19,0,1,0,0,0.0,0,0,15,0,15,86420.0,2,2,2,4,1,64290.75,19960511,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,2,1,14409.0,20100703,33,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
24,0,2,0,10,0.0,1,0,10,10,9,-1,0,0,0,0,0,-1,-1,0,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
16,0,1,1,0,0.0,0,0,12,0,6,920.0,2,1,1,3,1,27741.0,20060117,20,W
21,0,2,0,10,0.0,1,0,10,10,6,3620.0,1,1,1,0,0,-1,-1,2,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
8,0,1,0,0,0.0,0,0,5,0,5,320.0,2,1,1,2,1,39497.0,-1,2,W
22,0,2,1,4,0.0,3,0,12,2,8,-1,0,0,0,0,0,-1,-1,0,B
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,4,1,75067.0,20090104,2,W
7,0,1,0,0,0.0,0,0,4,0,4,320.0,2,2,1,4,2,54402.5,20101209,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
18,0,2,0,0,0.0,0,0,11,0,11,80.0,1,1,1,4,1,34276.75,-1,41,W
11,0,1,0,0,0.0,0,0,7,0,7,80.0,1,1,2,2,3,77.0,20040828,8,W
10,0,1,0,0,0.0,0,0,6,0,6,21620.0,1,1,1,2,1,3794.0,-1,6,W
10,0,1,0,0,0.0,0,0,7,0,7,10820.0,1,1,1,3,1,79211.33333333333,-1,20,W
12,0,1,1,0,0.0,0,0,8,0,5,320.0,1,1,1,2,1,33026.0,20050324,28,W
13,0,1,0,0,0.0,0,0,9,0,9,-1,0,0,0,0,0,-1,20140726,0,W
16,0,2,0,6,0.0,3,0,7,3,4,620.0,1,1,1,0,0,-1,-1,2,B
7,0,1,0,0,0.0,0,0,4,0,4,86420.0,1,1,1,2,1,86405.0,-1,29,W
18,0,1,0,0,0.0,0,0,14,0,14,620.0,1,1,1,2,1,88309.0,19991211,2,W
11,0,1,0,7,0.0,1,0,7,7,3,86420.0,2,1,1,0,0,-1,20141013,8,B
10,0,1,0,0,0.0,0,0,7,0,7,320.0,1,1,1,3,1,412.0,-1,17,W
14,0,2,0,7,0.0,3,0,6,4,3,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,620.0,1,1,1,7,11,74039.0,19941031,44,W
12,0,1,0,0,0.0,0,0,8,0,8,80.0,1,1,1,4,1,77521.25,20140106,2,W
11,0,1,0,0,0.0,0,0,7,0,7,3620.0,3,2,1,2,2,1903.0,20071117,4,W
14,0,1,0,0,0.0,0,0,11,0,11,620.0,1,1,1,3,3,7212.333333333333,-1,36,W
14,0,1,0,0,0.0,0,0,11,0,11,3620.0,1,1,1,4,2,17405.5,-1,6,W
14,0,1,0,0,0.0,0,0,10,0,10,80.0,1,1,1,3,3,77.0,19950721,2,W
19,0,1,1,0,0.0,0,0,15,0,8,310.0,1,1,1,2,1,3617.0,19950421,5,W
23,0,2,0,10,0.0,1,0,10,10,8,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,12,0,12,320.0,1,1,1,3,1,80178.66666666667,-1,15,W
14,0,1,0,0,0.0,0,0,10,0,10,3620.0,1,1,1,2,1,1812.5,20030219,2,W
17,0,1,0,0,0.0,0,0,13,0,13,320.0,3,1,1,4,1,112554.25,20140429,9,W
15,0,2,0,9,0.0,1,0,7,7,3,-1,0,0,0,0,0,-1,-1,0,B
19,0,3,0,7,0.0,7,0,5,3,3,-1,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,7,0,7,10820.0,1,1,1,3,1,58291.666666666664,-1,2,W
17,0,1,0,3,0.0,2,0,13,3,10,320.0,1,1,1,4,2,13758.0,20130530,7,W
12,0,1,0,0,0.0,0,0,8,0,8,80.0,2,2,1,4,1,103155.0,20051228,11,W
7,0,1,0,0,0.0,0,0,3,0,3,620.0,2,2,1,4,1,52721.0,19950512,2,W
13,0,1,0,0,0.0,0,0,9,0,9,320.0,8,1,1,2,1,559.5,20030617,2,W
13,0,1,0,0,0.0,0,0,9,0,9,1820.0,2,2,2,3,1,3617.6666666666665,20001122,30,W
10,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,4,1,609.75,-1,20,W
12,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,4,1,17168.0,20020803,2,W
9,0,1,0,0,0.0,0,0,5,0,5,620.0,1,1,1,2,7,64233.0,20141123,11,W
12,0,1,0,0,0.0,0,0,8,0,8,320.0,2,2,1,2,1,43415.0,20011124,2,W
11,0,1,0,0,0.0,0,0,8,0,8,80.0,2,1,1,5,5,13650.8,-1,6,W
12,0,1,0,0,0.0,0,0,8,0,8,1210.0,1,1,1,2,1,1073.0,20140703,5,W
15,1,3,0,12,1.0,0,0,3,3,0,0.0,0,0,0,1,1,3618.0,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,7,0,7,310.0,1,1,1,4,2,230.0,19901211,2,W
7,0,1,0,0,0.0,0,0,4,0,4,320.0,2,1,1,3,3,48250.0,-1,48,W
14,0,1,0,0,0.0,0,0,10,0,10,50.0,1,1,1,2,2,47.0,20060925,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
23,0,2,0,0,0.0,0,0,10,0,10,-1,0,0,0,0,0,-1,-1,0,W
19,0,3,0,8,0.0,1,0,6,5,6,-1,0,0,0,0,0,-1,-1,0,B
20,1,3,1,16,0.0,0,0,8,4,0,-1,0,0,0,0,0,-1,-1,0,B
15,0,1,0,0,0.0,0,0,11,0,11,40.0,1,1,1,4,1,48557.0,20010522,2,W
11,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,1,2,1,5531.0,19951127,46,W
13,0,1,0,0,0.0,0,0,9,0,9,80.0,2,2,1,4,1,84503.25,20091103,2,W
20,0,2,0,12,0.0,3,0,9,6,3,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,8,0.0,3,0,5,4,2,-1,0,0,0,0,0,-1,-1,0,B
13,0,2,0,9,0.0,1,0,5,5,2,-1,0,0,0,0,0,-1,-1,0,B
13,0,1,0,0,0.0,0,0,9,0,9,3620.0,1,1,1,2,1,3617.0,20141202,9,W
9,0,1,0,0,0.0,0,0,5,0,5,43.0,2,1,1,6,3,16289.0,19990320,8,W
14,0,1,0,0,0.0,0,0,10,0,10,320.0,1,1,1,3,3,22978.0,20070718,2,W
16,0,2,0,5,0.0,1,0,6,5,6,-1,0,0,0,0,0,-1,-1,0,B
12,0,1,0,0,0.0,0,0,8,0,8,3620.0,1,1,1,3,3,613.6666666666666,19990512,48,W
8,0,1,0,0,0.0,0,0,5,0,5,320.0,2,1,1,2,1,3606.0,-1,36,W
10,0,1,0,0,0.0,0,0,7,0,7,615.0,1,1,1,2,7,42349.5,-1,8,W
11,0,1,0,2,0.0,2,0,7,2,5,320.0,2,2,1,2,1,36248.5,20110426,2,W
22,0,1,0,0,0.0,0,0,18,0,18,320.0,1,1,1,0,0,-1,20140627,2,W
12,0,1,0,0,0.0,0,0,8,0,8,620.0,1,1,1,4,2,9551.25,20111103,5,W
11,0,2,0,0,0.0,0,0,5,0,5,3620.0,1,1,1,2,1,3617.0,-1,11,W
22,0,2,0,10,0.0,1,0,10,10,7,-1,0,0,0,0,0,-1,-1,0,B
11,0,1,0,0,0.0,0,0,8,0,8,320.0,1,1,1,5,1,47412.6,20061027,2,W
11,0,1,0,0,0.0,0,0,7,0,7,620.0,1,1,1,4,1,115931.75,20060428,2,W
14,0,1,0,0,0.0,0,0,10,0,10,40.0,1,1,1,8,2,48499.375,-1,2,W
11,0,1,0,0,0.0,0,0,7,0,7,80.0,1,1,1,4,1,76619.0,-1,2,W
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
22,0,2,0,3,0.0,1,0,14,3,14,-1,0,0,0,0,0,-1,-1,0,B
15,0,2,0,3,0.0,1,0,7,3,7,620.0,1,1,1,0,0,-1,-1,2,B
14,1,3,0,11,1.0,0,0,3,3,0,0.0,0,0,0,1,0,-1,-1,0,B
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
10,0,1,0,0,0.0,0,0,7,0,7,3620.0,1,1,1,4,1,63828.5,-1,4,W
19,0,1,0,0,0.0,0,0,15,0,15,3620.0,1,1,1,5,1,568.2,20040421,2,W
12,0,2,0,0,0.0,0,0,5,0,5,620.0,1,1,1,2,7,77816.5,-1,8,W
9,0,1,0,0,0.0,0,0,5,0,5,320.0,1,1,1,3,1,41574.0,19941128,2,W
13,1,3,0,10,1.0,0,0,3,3,0,0.0,0,0,0,0,0,-1,-1,0,B
